query_id,query_language,query,ground_truth_doc_ids,retrieved_doc_ids,sw_rate
1036814,en,what is the mathematical relationship between temperature and volume direct or inverse,"[""7206684""]","[""7562831"", ""7221362"", ""7103947"", ""7784692"", ""502304"", ""2507882"", ""7253127"", ""7162750"", ""7709987"", ""7239467""]",
1035645,en,what is the name of the castle in russia,"[""7208858""]","[""7961544"", ""3182069"", ""7792955"", ""7155125"", ""7971598"", ""7208666"", ""7234971"", ""7620658"", ""2507882"", ""7088781""]",
71029,en,can lyme disease cause folliculitis in dogs,"[""7670160""]","[""7156202"", ""7416334"", ""7570103"", ""7513994"", ""2507882"", ""7587770"", ""7341517"", ""7764173"", ""7239467"", ""7399514""]",
1083836,en,what does fdic insured mean?,"[""1896608""]","[""2507882"", ""7792955"", ""7174293"", ""7738859"", ""7867818"", ""7797366"", ""7156202"", ""7234971"", ""7915135"", ""7760790""]",
1058885,en,what is causing the constant dry heaving and nausea,"[""7170528""]","[""7560794"", ""7936300"", ""7678049"", ""4170850"", ""7960384"", ""695180"", ""7577482"", ""7547622"", ""7445485"", ""7803677""]",
1039189,en,who is the actress on the away team in star trek operation annihilate,"[""7805080""]","[""7208666"", ""7294144"", ""2507882"", ""2611288"", ""4404202"", ""7850214"", ""7272812"", ""7772842"", ""7958302"", ""7971598""]",
829562,en,what is the main purpose of a political party?,"[""3347905""]","[""2507882"", ""7848693"", ""7344317"", ""7867818"", ""7380847"", ""7562831"", ""7445485"", ""7714929"", ""7193536"", ""7386208""]",
1055884,en,who was the first author to use sociology in their writing,"[""67588""]","[""2507882"", ""7859639"", ""7138192"", ""3335871"", ""7445485"", ""4786902"", ""7344317"", ""7915135"", ""7733332"", ""1944772""]",
466830,en,number of protons neutrons and electrons in nitrogen 14,"[""7709283""]","[""7273499"", ""7466861"", ""7239467"", ""1845051"", ""7253127"", ""7236940"", ""7939632"", ""4521433"", ""7365829"", ""7699245""]",
1048871,en,who plays xander from bunkd,"[""4146836""]","[""7138192"", ""7208666"", ""7294144"", ""7717237"", ""7842616"", ""7607517"", ""7217535"", ""7932458"", ""7248275"", ""2291123""]",
1085775,en,what connection does guided imagery take advantage of to transport you deep into,"[""7116157""]","[""7232828"", ""7848693"", ""2568694"", ""3144497"", ""7915135"", ""7317786"", ""7654510"", ""7259816"", ""7622705"", ""2617591""]",
884298,en,what parameters effect i:e ratio on ventilators,"[""7928694"", ""7928696""]","[""2507882"", ""4092416"", ""7091796"", ""7224650"", ""7682426"", ""7137063"", ""7435566"", ""7403314"", ""7719659"", ""7570103""]",
1097199,en,how many eggs do does a woman have,"[""7433925""]","[""7208666"", ""7156202"", ""7138502"", ""2507882"", ""7234971"", ""2611288"", ""7699245"", ""7239467"", ""7797366"", ""7738859""]",
950016,en,when is daylight savings time for switzerland,"[""7754765""]","[""7466861"", ""7399514"", ""7236940"", ""7239467"", ""7253127"", ""7394267"", ""7341517"", ""7156202"", ""2507882"", ""502304""]",
337148,en,how old should your puppy be to get a rabies shot,"[""7389316""]","[""2507882"", ""7239467"", ""7156202"", ""7399514"", ""7466861"", ""7402399"", ""7764173"", ""7323041"", ""7341517"", ""7738859""]",
733241,en,what is considered attire,"[""1699500""]","[""2507882"", ""7933049"", ""4786902"", ""7684479"", ""7714929"", ""7867818"", ""5979595"", ""7711895"", ""7217535"", ""7939488""]",
576898,en,what are wars most commonly fought over,"[""7598385""]","[""7234971"", ""7380847"", ""7138192"", ""4786902"", ""1944772"", ""2507882"", ""7792955"", ""7403314"", ""7867818"", ""7127592""]",
617306,en,what deficiency produces white spot on nails,"[""7502930""]","[""7797366"", ""7932458"", ""1944772"", ""7678049"", ""4969080"", ""7477026"", ""1098497"", ""7874712"", ""7082678"", ""7234971""]",
1064470,en,why do eggs turn brown,"[""7728289""]","[""2507882"", ""7915135"", ""7445485"", ""7764173"", ""7848693"", ""7777467"", ""7124718"", ""668926"", ""7386208"", ""7174293""]",
393696,en,in texas what requirements are needed to apply to become a broker,"[""7598745""]","[""7598541"", ""7239467"", ""7719048"", ""7523168"", ""821398"", ""7735912"", ""7893949"", ""7253127"", ""7477433"", ""2249046""]",
992193,en,who coined the concept survival of the fittest? charles darwin karl marx herbert spencer max weber,"[""7280593""]","[""7259328"", ""4786902"", ""7280523"", ""7862550"", ""1944772"", ""7629892"", ""7466587"", ""7162936"", ""7185832"", ""7624224""]",
829915,en,what is the marriage age in kansas with parental consent,"[""7787972""]","[""7239467"", ""7893949"", ""7399514"", ""7826013"", ""7394267"", ""7738859"", ""7466861"", ""7174293"", ""821398"", ""7939592""]",
987767,en,who roy moore lost to,"[""7290624""]","[""7208666"", ""7294144"", ""7717237"", ""7138192"", ""7217535"", ""7607517"", ""7842616"", ""7792955"", ""7248275"", ""7155125""]",
299128,en,how many units of water per month,"[""6720313""]","[""7908361"", ""2507882"", ""7292406"", ""7208666"", ""2611288"", ""7738859"", ""7597092"", ""7236940"", ""7728737"", ""7156202""]",
814132,en,what is the daily sodium limit,"[""7951365""]","[""7562831"", ""2507882"", ""7239467"", ""7684479"", ""7137063"", ""7253127"", ""7156202"", ""7138502"", ""3335871"", ""7738859""]",
874257,en,what literary device does the author use to describe johnny's mugging the outsiders,"[""7867405""]","[""7528851"", ""7111533"", ""7317786"", ""3176369"", ""4707882"", ""5253447"", ""5010748"", ""789261"", ""7290887"", ""7164418""]",
868598,en,what kind of grades do you need to be a dental hygienist,"[""7743190""]","[""7239467"", ""2507882"", ""4092416"", ""7156202"", ""7399514"", ""7137063"", ""7124444"", ""7738859"", ""7253127"", ""7745365""]",
1071609,en,why is noise a problem,"[""7816796""]","[""7867818"", ""2507882"", ""7714929"", ""7445485"", ""7309316"", ""7308892"", ""7530992"", ""7138192"", ""7177755"", ""7915135""]",
663595,en,what genre is rob thomas,"[""7465375""]","[""1944772"", ""7236813"", ""7607517"", ""7932458"", ""7867818"", ""7815670"", ""7138192"", ""7366591"", ""7208666"", ""7177755""]",
1062203,en,why did brad pitt and angelina jolie divorce,"[""7569446""]","[""7138192"", ""7174293"", ""7792955"", ""7777467"", ""7146777"", ""7445485"", ""7735912"", ""7961876"", ""7670327"", ""7550921""]",
182644,en,examples of drug withdrawal symptoms,"[""7935405""]","[""3630168"", ""796598"", ""3335871"", ""7402399"", ""7684479"", ""2507882"", ""7918976"", ""7587770"", ""4092416"", ""32399""]",
931029,en,what's the average cucumber size,"[""7812195""]","[""2507882"", ""7156202"", ""7764173"", ""7323041"", ""7403314"", ""7562831"", ""7745365"", ""7239467"", ""7386208"", ""7138502""]",
924580,en,what whiskey is made of wheat,"[""7853736"", ""7853738""]","[""2507882"", ""7138192"", ""7234971"", ""7958302"", ""7797366"", ""7239467"", ""7208666"", ""7294144"", ""1944772"", ""7961544""]",
837702,en,what is the opposite of helium,"[""7799527""]","[""7874712"", ""7850214"", ""7283332"", ""7156708"", ""4969080"", ""7984355"", ""7797366"", ""7958302"", ""7248275"", ""3182069""]",
1033156,en,what is the real name of master chief,"[""7212940""]","[""7088781"", ""7772842"", ""7234971"", ""7239467"", ""8005786"", ""7958302"", ""7971598"", ""7792955"", ""7874712"", ""7728338""]",
1079185,en,what happens when a corp dissolves and has debt?,"[""53048""]","[""2507882"", ""7259816"", ""7587770"", ""7848693"", ""7221362"", ""7764173"", ""7915135"", ""7867502"", ""7386208"", ""7323041""]",
171534,en,does some car use air conditioner to help defroster,"[""7385189""]","[""2507882"", ""7156202"", ""7293950"", ""7416334"", ""2611288"", ""7764173"", ""7466861"", ""7740392"", ""7323041"", ""7386208""]",
838500,en,what is the part on your arm where they draw blood called,"[""4707882""]","[""3182069"", ""7592385"", ""7465019"", ""7697715"", ""7698157"", ""7273733"", ""7589806"", ""5010748"", ""7971598"", ""1077002""]",
361285,en,how to get cat urine stain out of carpet,"[""7401706""]","[""2507882"", ""7764173"", ""7915135"", ""7386208"", ""7587770"", ""7156202"", ""7740392"", ""7323041"", ""7124444"", ""7745365""]",
1074603,en,why use videos for marketing and promotions,"[""7845422""]","[""7131656"", ""7259816"", ""7248618"", ""2507882"", ""7915135"", ""7509978"", ""7848693"", ""7386208"", ""7445485"", ""7714929""]",
931783,en,what's the difference between self-image and self-concept,"[""7830900""]","[""7502919"", ""7236813"", ""4786902"", ""7155719"", ""7380847"", ""2507882"", ""7830900"", ""7760790"", ""7733332"", ""7398933""]",
