query_id,query_language,query,ground_truth_doc_ids,retrieved_doc_ids,sw_rate
1036814,es-en,¿ Cuál es la relationship matemática entre temperature y volumen directa o inversa?,"[""7206684""]","[""7218253"", ""2008909"", ""7918430"", ""7084608"", ""7526095"", ""6115458"", ""7365294"", ""4590299"", ""7332142"", ""7718986""]",0.16666666666666663
1035645,es-en,cual es el nombre del castle en rusia,"[""7208858""]","[""7717779"", ""683253"", ""7989986"", ""5417029"", ""7839134"", ""7473236"", ""7493086"", ""7385217"", ""7160445"", ""5685170""]",0.125
71029,es-en,¿ Puede la enfermedad de Lyme causar foliculitis en dogs?,"[""7670160""]","[""7784692"", ""699672"", ""7794715"", ""7237117"", ""8003099"", ""7567728"", ""7958001"", ""607062"", ""7957303"", ""7325125""]",0.11111111111111116
1083836,es-en,¿ Qué significa insured por fdic?,"[""1896608""]","[""683253"", ""3243872"", ""7952687"", ""7180379"", ""8001573"", ""7679813"", ""7253021"", ""7717779"", ""7882013"", ""7162482""]",0.19999999999999996
1058885,es-en,¿ Qué está causando the constant heaving y arcadas secas?,"[""7170528""]","[""683253"", ""7338491"", ""7918430"", ""6635922"", ""7556854"", ""8000995"", ""7230798"", ""8001573"", ""7173946"", ""7687516""]",0.33333333333333337
1039189,es-en,¿ Quién es la actriz del equipo visitante en operation Star Trek Aniquilar?,"[""7805080""]","[""7291573"", ""1304103"", ""7081897"", ""7923778"", ""7777183"", ""7114071"", ""7888680"", ""7750358"", ""7603149"", ""5262451""]",0.15384615384615385
829562,es-en,¿ Cuál es el objetivo main de un partido político?,"[""3347905""]","[""7941440"", ""7230798"", ""7708023"", ""7162482"", ""7237117"", ""3363817"", ""8001573"", ""7839134"", ""7246516"", ""171535""]",0.11111111111111116
1055884,es-en,¿ Quién fue el primer autor en utilizar la sociología en their writing?,"[""67588""]","[""7305780"", ""7932623"", ""7230798"", ""7459718"", ""7854927"", ""7301118"", ""7918430"", ""7649307"", ""1720664"", ""7150799""]",0.16666666666666663
466830,es-en,número de protones neutrons y electrones en nitrógeno 14,"[""7709283""]","[""7526095"", ""7158898"", ""7970206"", ""7148985"", ""7779044"", ""2008909"", ""7795902"", ""7092366"", ""1629203"", ""7629238""]",0.11111111111111116
1048871,es-en,quien plays a xander de bunkd,"[""4146836""]","[""7338491"", ""7223320"", ""7918430"", ""7556854"", ""7301118"", ""7373858"", ""7709125"", ""5685170"", ""7853738"", ""7493086""]",0.16666666666666663
1085775,es-en,¿ What connection aprovechan las imágenes guiadas para transportarte profundamente,"[""7116157""]","[""683253"", ""7665080"", ""3243872"", ""7850984"", ""7536026"", ""7848655"", ""7514111"", ""7525244"", ""7896317"", ""7658772""]",0.2222222222222222
884298,es-en,¿ What parameters afectan la relación i : e en los ventiladores?,"[""7928694"", ""7928696""]","[""7769217"", ""3243872"", ""7966600"", ""7742263"", ""7571281"", ""3363817"", ""7230798"", ""7150799"", ""683253"", ""7396865""]",0.19999999999999996
1097199,es-en,¿ Cuántos eggs tiene una mujer?,"[""7433925""]","[""6635922"", ""7723320"", ""7694064"", ""7993251"", ""7475494"", ""7230798"", ""683253"", ""7183052"", ""764823"", ""7180379""]",0.19999999999999996
950016,es-en,¿ Cuándo es el horario de daylight en Suiza?,"[""7754765""]","[""78207"", ""7091913"", ""7079152"", ""7884727"", ""2040215"", ""5000114"", ""7932623"", ""6093834"", ""7939632"", ""4590299""]",0.125
337148,es-en,¿ How old debe tener your puppy para recibir la vacuna contra la rabia?,"[""7389316""]","[""2300082"", ""7527060"", ""7784692"", ""7567728"", ""2784736"", ""7091913"", ""7834955"", ""7918430"", ""7182193"", ""929425""]",0.3076923076923077
733241,es-en,lo que se considered vestimenta,"[""1699500""]","[""8001573"", ""7162482"", ""683253"", ""7717779"", ""7180379"", ""3243872"", ""7140379"", ""7709125"", ""7263764"", ""7839134""]",0.19999999999999996
576898,es-en,¿ Cuáles son las wars por las que se fought más comúnmente?,"[""7598385""]","[""8001573"", ""7570136"", ""7162482"", ""290936"", ""7276446"", ""7882013"", ""7717779"", ""7165350"", ""2057086"", ""683253""]",0.18181818181818177
617306,es-en,que deficiency produce mancha blanca en las uñas,"[""7502930""]","[""7717779"", ""7162482"", ""683253"", ""8001573"", ""7389599"", ""7800873"", ""7180379"", ""7218781"", ""7647188"", ""7839134""]",0.125
1064470,es-en,¿ Por qué los huevos se vuelven brown?,"[""7728289""]","[""78207"", ""7918430"", ""7301118"", ""7161993"", ""7834955"", ""7734291"", ""408814"", ""7332142"", ""7357414"", ""2475812""]",0.1428571428571429
393696,es-en,"en texas, qué requisitos se needed para postularse para convertirse en broker","[""7598745""]","[""683253"", ""7888680"", ""7717779"", ""7175404"", ""7079199"", ""7218781"", ""7821842"", ""7109056"", ""7161718"", ""2057086""]",0.16666666666666663
992193,es-en,¿ Quién coined the concept de survival del más apto? charles darwin karl marx herbert spencer max weber,"[""7280593""]","[""683253"", ""6635922"", ""8000995"", ""7559538"", ""7874712"", ""7888680"", ""7162482"", ""7165807"", ""7365294"", ""7165350""]",0.23529411764705888
829915,es-en,¿ Cuál es la edad para contraer marriage en Kansas con el consentimiento de parental?,"[""7787972""]","[""7528948"", ""2182752"", ""7218860"", ""7888680"", ""7792907"", ""8000995"", ""7497303"", ""7342585"", ""7460396"", ""7465375""]",0.19999999999999996
987767,es-en,con quien Roy Moore lost,"[""7290624""]","[""7117431"", ""7754210"", ""7750358"", ""7728998"", ""7603149"", ""7972112"", ""7324477"", ""8002171"", ""7242668"", ""7291425""]",0.19999999999999996
