query_id,query_language,query,ground_truth_doc_ids,retrieved_doc_ids,sw_rate
1036814,en,what is the mathematical relationship between temperature and volume direct or inverse,"[""7206684""]","[""7188414"", ""7131609"", ""7843125"", ""7136802"", ""7749316"", ""7709708"", ""7766684"", ""7117406"", ""7731035"", ""7883199""]",
1035645,en,what is the name of the castle in russia,"[""7208858""]","[""7843125"", ""7131609"", ""7136802"", ""7117406"", ""7247740"", ""7749316"", ""7448929"", ""7213439"", ""7855353"", ""7958623""]",
71029,en,can lyme disease cause folliculitis in dogs,"[""7670160""]","[""7188414"", ""7843125"", ""7749316"", ""7136802"", ""7131609"", ""7709708"", ""7766684"", ""7360806"", ""7686930"", ""7213439""]",
1083836,en,what does fdic insured mean?,"[""1896608""]","[""7131609"", ""7843125"", ""7188414"", ""7136802"", ""7749316"", ""7709708"", ""7766684"", ""7247740"", ""7883199"", ""7213439""]",
1058885,en,what is causing the constant dry heaving and nausea,"[""7170528""]","[""7843125"", ""7111031"", ""7136802"", ""7131609"", ""7749316"", ""7188414"", ""7206034"", ""7660249"", ""7448929"", ""7821842""]",
1039189,en,who is the actress on the away team in star trek operation annihilate,"[""7805080""]","[""7843125"", ""7855353"", ""7206034"", ""7576052"", ""7131609"", ""7623844"", ""7624731"", ""7958100"", ""7610755"", ""7927438""]",
829562,en,what is the main purpose of a political party?,"[""3347905""]","[""7843125"", ""7131609"", ""7188414"", ""7766684"", ""7136802"", ""7749316"", ""7709708"", ""7117406"", ""7958623"", ""7206034""]",
1055884,en,who was the first author to use sociology in their writing,"[""67588""]","[""7843125"", ""7136802"", ""7131609"", ""7749316"", ""7188414"", ""7206034"", ""7247740"", ""7117406"", ""7883199"", ""7958623""]",
466830,en,number of protons neutrons and electrons in nitrogen 14,"[""7709283""]","[""7131609"", ""7188414"", ""7843125"", ""7749316"", ""7136802"", ""7709708"", ""7117406"", ""7766684"", ""7213439"", ""7247740""]",
1048871,en,who plays xander from bunkd,"[""4146836""]","[""7843125"", ""7576052"", ""7206034"", ""7766684"", ""7623844"", ""7855353"", ""7131609"", ""7958100"", ""7927438"", ""7624731""]",
1085775,en,what connection does guided imagery take advantage of to transport you deep into,"[""7116157""]","[""7131609"", ""7188414"", ""7709708"", ""7843125"", ""7749316"", ""7766684"", ""7360806"", ""7731035"", ""7306816"", ""7880670""]",
884298,en,what parameters effect i:e ratio on ventilators,"[""7928694"", ""7928696""]","[""7843125"", ""7749316"", ""7188414"", ""7136802"", ""7883199"", ""7731035"", ""7448929"", ""7958623"", ""7131609"", ""7213439""]",
1097199,en,how many eggs do does a woman have,"[""7433925""]","[""7843125"", ""7131609"", ""7188414"", ""7749316"", ""7136802"", ""7766684"", ""7709708"", ""7117406"", ""7213439"", ""7958623""]",
950016,en,when is daylight savings time for switzerland,"[""7754765""]","[""7131609"", ""7843125"", ""7188414"", ""7136802"", ""7213439"", ""7709708"", ""7766684"", ""7749316"", ""7117406"", ""7883199""]",
337148,en,how old should your puppy be to get a rabies shot,"[""7389316""]","[""7188414"", ""7843125"", ""7709708"", ""7749316"", ""7131609"", ""7766684"", ""7883199"", ""7117406"", ""7880670"", ""7136802""]",
733241,en,what is considered attire,"[""1699500""]","[""7131609"", ""7843125"", ""7883199"", ""7709708"", ""7188414"", ""7766684"", ""7749316"", ""7117406"", ""7136802"", ""7821842""]",
576898,en,what are wars most commonly fought over,"[""7598385""]","[""7843125"", ""7136802"", ""7131609"", ""7749316"", ""7117406"", ""7188414"", ""7958623"", ""7883199"", ""7206034"", ""7247740""]",
617306,en,what deficiency produces white spot on nails,"[""7502930""]","[""7188414"", ""7961975"", ""7749316"", ""7131609"", ""7843125"", ""7709708"", ""7136802"", ""7880670"", ""7242294"", ""7306816""]",
1064470,en,why do eggs turn brown,"[""7728289""]","[""7843125"", ""7188414"", ""7749316"", ""7883199"", ""7136802"", ""7709708"", ""7131609"", ""7731035"", ""7766684"", ""7958623""]",
393696,en,in texas what requirements are needed to apply to become a broker,"[""7598745""]","[""7188414"", ""7843125"", ""7131609"", ""7136802"", ""7749316"", ""7213439"", ""7883199"", ""7855353"", ""7247740"", ""7731035""]",
992193,en,who coined the concept survival of the fittest? charles darwin karl marx herbert spencer max weber,"[""7280593""]","[""7188414"", ""7709708"", ""7131609"", ""7843125"", ""7766684"", ""7117406"", ""7206034"", ""7749316"", ""7576052"", ""7136802""]",
829915,en,what is the marriage age in kansas with parental consent,"[""7787972""]","[""7843125"", ""7131609"", ""7188414"", ""7136802"", ""7247740"", ""7117406"", ""7213439"", ""7749316"", ""7883199"", ""7855353""]",
987767,en,who roy moore lost to,"[""7290624""]","[""7843125"", ""7766684"", ""7131609"", ""7247740"", ""7623844"", ""7117406"", ""7821842"", ""7166057"", ""7709708"", ""7136802""]",
299128,en,how many units of water per month,"[""6720313""]","[""7843125"", ""7136802"", ""7131609"", ""7188414"", ""7117406"", ""7749316"", ""7429578"", ""7821842"", ""7883199"", ""7247740""]",
814132,en,what is the daily sodium limit,"[""7951365""]","[""7131609"", ""7188414"", ""7843125"", ""7749316"", ""7136802"", ""7731035"", ""7709708"", ""7766684"", ""7213439"", ""7206034""]",
874257,en,what literary device does the author use to describe johnny's mugging the outsiders,"[""7867405""]","[""7131609"", ""7766684"", ""7188414"", ""7709708"", ""7206034"", ""7724665"", ""7843125"", ""7576052"", ""7623844"", ""7306816""]",
868598,en,what kind of grades do you need to be a dental hygienist,"[""7743190""]","[""7843125"", ""7188414"", ""7136802"", ""7749316"", ""7131609"", ""7213439"", ""7883199"", ""7709708"", ""7731035"", ""7247740""]",
1071609,en,why is noise a problem,"[""7816796""]","[""7843125"", ""7131609"", ""7136802"", ""7188414"", ""7766684"", ""7749316"", ""7883199"", ""7709708"", ""7821842"", ""7958623""]",
663595,en,what genre is rob thomas,"[""7465375""]","[""7766684"", ""7843125"", ""7709708"", ""7131609"", ""7576052"", ""7188414"", ""7958100"", ""7855353"", ""7206034"", ""7852080""]",
1062203,en,why did brad pitt and angelina jolie divorce,"[""7569446""]","[""7843125"", ""7188414"", ""7136802"", ""7206034"", ""7766684"", ""7623844"", ""7749316"", ""7117406"", ""7576052"", ""7166057""]",
182644,en,examples of drug withdrawal symptoms,"[""7935405""]","[""7188414"", ""7843125"", ""7131609"", ""7749316"", ""7136802"", ""7213439"", ""7360806"", ""7448929"", ""7883199"", ""7766684""]",
931029,en,what's the average cucumber size,"[""7812195""]","[""7131609"", ""7843125"", ""7766684"", ""7117406"", ""7188414"", ""7749316"", ""7488364"", ""7206034"", ""7136802"", ""7731035""]",
924580,en,what whiskey is made of wheat,"[""7853736"", ""7853738""]","[""7843125"", ""7131609"", ""7766684"", ""7188414"", ""7709708"", ""7117406"", ""7749316"", ""7731035"", ""7136802"", ""7883199""]",
837702,en,what is the opposite of helium,"[""7799527""]","[""7131609"", ""7843125"", ""7749316"", ""7188414"", ""7709708"", ""7136802"", ""7821842"", ""7306816"", ""7766684"", ""7429578""]",
1033156,en,what is the real name of master chief,"[""7212940""]","[""7131609"", ""7843125"", ""7709708"", ""7766684"", ""7623844"", ""7188414"", ""7855353"", ""7247740"", ""7117406"", ""7213439""]",
1079185,en,what happens when a corp dissolves and has debt?,"[""53048""]","[""7843125"", ""7136802"", ""7188414"", ""7131609"", ""7749316"", ""7448929"", ""7213439"", ""7883199"", ""7206034"", ""7821842""]",
171534,en,does some car use air conditioner to help defroster,"[""7385189""]","[""7131609"", ""7843125"", ""7188414"", ""7709708"", ""7766684"", ""7749316"", ""7883199"", ""7136802"", ""7117406"", ""7731035""]",
838500,en,what is the part on your arm where they draw blood called,"[""4707882""]","[""7749316"", ""7843125"", ""7766684"", ""7188414"", ""7131609"", ""7709708"", ""7117406"", ""7961975"", ""7206034"", ""7958623""]",
361285,en,how to get cat urine stain out of carpet,"[""7401706""]","[""7843125"", ""7188414"", ""7709708"", ""7883199"", ""7749316"", ""7136802"", ""7731035"", ""7766684"", ""7117406"", ""7213439""]",
1074603,en,why use videos for marketing and promotions,"[""7845422""]","[""7843125"", ""7188414"", ""7883199"", ""7731035"", ""7136802"", ""7749316"", ""7360806"", ""7958623"", ""7624731"", ""7213439""]",
931783,en,what's the difference between self-image and self-concept,"[""7830900""]","[""7843125"", ""7131609"", ""7136802"", ""7188414"", ""7749316"", ""7247740"", ""7731035"", ""7883199"", ""7213439"", ""7448929""]",
1096025,en,how much does state pay nurses in md,"[""7541711""]","[""7843125"", ""7136802"", ""7131609"", ""7188414"", ""7448929"", ""7247740"", ""7749316"", ""7821842"", ""7883199"", ""7731035""]",
1037612,en,what is the length of an armadillo,"[""7205573""]","[""7843125"", ""7749316"", ""7131609"", ""7188414"", ""7709708"", ""7855353"", ""7136802"", ""7117406"", ""7766684"", ""7247740""]",
