query_id,query_language,query,ground_truth_doc_ids,retrieved_doc_ids,sw_rate
1036814,zh,温度与体积的正反数学关系是什么,"[""7206684""]","[""7253127"", ""7502195"", ""2013367"", ""7328076"", ""8005523"", ""7649694"", ""7985667"", ""7797828"", ""7812702"", ""7153209""]",
1035645,zh,俄罗斯的城堡叫什么名字,"[""7208858""]","[""7253127"", ""7788435"", ""2013367"", ""8005523"", ""7328076"", ""7714201"", ""7214220"", ""7637034"", ""7797828"", ""7252753""]",
71029,zh,莱姆病会导致狗的毛囊炎吗,"[""7670160""]","[""7253127"", ""7788435"", ""7502195"", ""2013367"", ""4110699"", ""7328076"", ""7939632"", ""7435920"", ""7737427"", ""7738625""]",
1083836,zh,fdic 投保是什么意思？,"[""1896608""]","[""7618680"", ""7637034"", ""7908505"", ""7804184"", ""7970677"", ""7878223"", ""7143346"", ""7127941"", ""7092955"", ""7088781""]",
1058885,zh,是什么导致了持续的干胀和恶心,"[""7170528""]","[""7148624"", ""7788435"", ""7880398"", ""8005523"", ""7797828"", ""7649694"", ""7714201"", ""7253127"", ""7875397"", ""7103634""]",
1039189,zh,谁是星际迷航行动歼灭客队的女演员,"[""7805080""]","[""7253127"", ""7328076"", ""7465843"", ""7478972"", ""2013367"", ""7685704"", ""7214220"", ""7924132"", ""7270748"", ""7252753""]",
829562,zh,政党的主要目的是什么？,"[""3347905""]","[""7788435"", ""7637034"", ""2013367"", ""7926476"", ""7253127"", ""7649694"", ""7713353"", ""7245877"", ""7649192"", ""7205796""]",
1055884,zh,谁是第一个在写作中使用社会学的作者,"[""67588""]","[""7253127"", ""7328076"", ""2013367"", ""8005523"", ""7546295"", ""7214220"", ""7706942"", ""7465843"", ""7088268"", ""7797828""]",
466830,zh,氮中的质子数、中子数和电子数 14,"[""7709283""]","[""7788435"", ""7253127"", ""7404441"", ""7328076"", ""8005523"", ""7491462"", ""7685396"", ""7867320"", ""2013367"", ""7216139""]",
1048871,zh,谁在 bunkd 中扮演 xander,"[""4146836""]","[""7253127"", ""7546295"", ""7793907"", ""7685704"", ""7916436"", ""7328076"", ""7964304"", ""7088735"", ""7178725"", ""7465843""]",
1085775,zh,引导图像利用什么联系将您带入深入,"[""7116157""]","[""7737427"", ""7788435"", ""7154100"", ""7859770"", ""7078085"", ""7649192"", ""7242717"", ""7257126"", ""7288543"", ""2013367""]",
