query_id,query_language,query,ground_truth_doc_ids,retrieved_doc_ids,sw_rate
1036814,es-en,¿ Cuál es la relationship matemática entre temperature y volumen directa o inversa?,"[""7206684""]","[""7784692"", ""7585390"", ""7248135"", ""7414111"", ""7956784"", ""7698488"", ""7143240"", ""7518854"", ""7254843"", ""7382234""]",0.16666666666666663
1035645,es-en,cual es el nombre del castle en rusia,"[""7208858""]","[""7145062"", ""7846533"", ""7608346"", ""7178679"", ""7172054"", ""7690262"", ""7549452"", ""7912371"", ""7534469"", ""7403659""]",0.125
71029,es-en,¿ Puede la enfermedad de Lyme causar foliculitis en dogs?,"[""7670160""]","[""7649098"", ""7481271"", ""2073127"", ""7626245"", ""7492225"", ""7665311"", ""7993510"", ""7758032"", ""595800"", ""7912439""]",0.11111111111111116
1083836,es-en,¿ Qué significa insured por fdic?,"[""1896608""]","[""7343427"", ""7874746"", ""7155303"", ""7922460"", ""8001682"", ""7155236"", ""7417892"", ""7242717"", ""8004438"", ""7346319""]",0.19999999999999996
1058885,es-en,¿ Qué está causando the constant heaving y arcadas secas?,"[""7170528""]","[""7363664"", ""7912439"", ""538189"", ""7989022"", ""7760226"", ""7749672"", ""7662534"", ""7671593"", ""5730265"", ""7321249""]",0.33333333333333337
1039189,es-en,¿ Quién es la actriz del equipo visitante en operation Star Trek Aniquilar?,"[""7805080""]","[""402009"", ""7923321"", ""991764"", ""1459230"", ""7638696"", ""7881598"", ""7141502"", ""7216788"", ""7160961"", ""7471511""]",0.15384615384615385
829562,es-en,¿ Cuál es el objetivo main de un partido político?,"[""3347905""]","[""7166303"", ""402009"", ""7336147"", ""7703204"", ""7220975"", ""7088841"", ""7814287"", ""7414111"", ""7638696"", ""7632596""]",0.11111111111111116
1055884,es-en,¿ Quién fue el primer autor en utilizar la sociología en their writing?,"[""67588""]","[""7259328"", ""7082162"", ""7147262"", ""7108307"", ""7224174"", ""715595"", ""7254546"", ""7451821"", ""7784692"", ""7518802""]",0.16666666666666663
466830,es-en,número de protones neutrons y electrones en nitrógeno 14,"[""7709283""]","[""7458932"", ""5341647"", ""5877900"", ""7274330"", ""7647543"", ""7649694"", ""7448417"", ""7186427"", ""7943896"", ""7108318""]",0.11111111111111116
1048871,es-en,quien plays a xander de bunkd,"[""4146836""]","[""7069668"", ""7852046"", ""139749"", ""7139509"", ""7473461"", ""7367716"", ""7678465"", ""7284171"", ""7667984"", ""7605661""]",0.16666666666666663
1085775,es-en,¿ What connection aprovechan las imágenes guiadas para transportarte profundamente,"[""7116157""]","[""7549452"", ""7276586"", ""7263269"", ""85696"", ""7255955"", ""7155125"", ""6417801"", ""7360346"", ""7183237"", ""7615545""]",0.2222222222222222
884298,es-en,¿ What parameters afectan la relación i : e en los ventiladores?,"[""7928694"", ""7928696""]","[""7743007"", ""7764863"", ""7996491"", ""7716860"", ""7105137"", ""7431358"", ""551283"", ""7153281"", ""7686826"", ""1404085""]",0.19999999999999996
1097199,es-en,¿ Cuántos eggs tiene una mujer?,"[""7433925""]","[""7944739"", ""4354657"", ""7936872"", ""7190911"", ""7403659"", ""7567949"", ""7608346"", ""7296833"", ""7284171"", ""7296844""]",0.19999999999999996
950016,es-en,¿ Cuándo es el horario de daylight en Suiza?,"[""7754765""]","[""66894"", ""7248275"", ""7502919"", ""7460396"", ""7223327"", ""1243285"", ""7666404"", ""7543213"", ""7456618"", ""6819684""]",0.125
337148,es-en,¿ How old debe tener your puppy para recibir la vacuna contra la rabia?,"[""7389316""]","[""7912439"", ""7874804"", ""7996617"", ""7662534"", ""7465908"", ""7346319"", ""7874746"", ""5730265"", ""7889656"", ""7497224""]",0.3076923076923077
733241,es-en,lo que se considered vestimenta,"[""1699500""]","[""7088841"", ""7803595"", ""7542969"", ""4969080"", ""2090057"", ""7223139"", ""7881110"", ""2591569"", ""7355625"", ""7420731""]",0.19999999999999996
576898,es-en,¿ Cuáles son las wars por las que se fought más comúnmente?,"[""7598385""]","[""5987460"", ""7622515"", ""7248135"", ""402009"", ""7220975"", ""7711528"", ""7234971"", ""7878622"", ""7084934"", ""7481271""]",0.18181818181818177
617306,es-en,que deficiency produce mancha blanca en las uñas,"[""7502930""]","[""7153585"", ""7813215"", ""7102244"", ""7665015"", ""7630225"", ""7515114"", ""85696"", ""7867210"", ""7931015"", ""7852046""]",0.125
1064470,es-en,¿ Por qué los huevos se vuelven brown?,"[""7728289""]","[""7922460"", ""7112148"", ""1522615"", ""7549452"", ""5806854"", ""7348838"", ""7367716"", ""7869433"", ""7939060"", ""7515114""]",0.1428571428571429
393696,es-en,"en texas, qué requisitos se needed para postularse para convertirse en broker","[""7598745""]","[""7834850"", ""7091598"", ""7095217"", ""7704634"", ""7737099"", ""7634757"", ""7145855"", ""7377041"", ""7387270"", ""715595""]",0.16666666666666663
992193,es-en,¿ Quién coined the concept de survival del más apto? charles darwin karl marx herbert spencer max weber,"[""7280593""]","[""7729251"", ""7208935"", ""7070430"", ""4757522"", ""7469009"", ""7994008"", ""7253822"", ""4948097"", ""7446473"", ""7529619""]",0.23529411764705888
