query_id,query_language,query,ground_truth_doc_ids,retrieved_doc_ids,sw_rate
1036814,es,¿Cuál es la relación matemática entre temperatura y volumen directa o inversa?,"[""7206684""]","[""7245607"", ""7914470"", ""2604603"", ""7271216"", ""7630267"", ""7120351"", ""4691940"", ""1609405"", ""7119986"", ""7718074""]",
1035645,es,cual es el nombre del castillo en rusia,"[""7208858""]","[""7245607"", ""4691940"", ""7914470"", ""7630267"", ""7415405"", ""7736760"", ""2604603"", ""7529532"", ""7337058"", ""7718074""]",
71029,es,¿Puede la enfermedad de Lyme causar foliculitis en perros?,"[""7670160""]","[""7245607"", ""7914470"", ""7120351"", ""2604603"", ""7630267"", ""1609405"", ""4691940"", ""7529532"", ""7271216"", ""7718074""]",
1083836,es,¿Qué significa asegurado por fdic?,"[""1896608""]","[""7529532"", ""7382173"", ""7504509"", ""7337058"", ""7771874"", ""7079782"", ""7337897"", ""7486829"", ""7472654"", ""7551745""]",
1058885,es,¿Qué está causando las constantes náuseas y arcadas secas?,"[""7170528""]","[""7245607"", ""4691940"", ""7630267"", ""7771874"", ""2604603"", ""7119986"", ""7736760"", ""7914470"", ""7640068"", ""3630138""]",
1039189,es,¿Quién es la actriz del equipo visitante en la operación Star Trek Aniquilar?,"[""7805080""]","[""7245607"", ""7771874"", ""7640068"", ""7529532"", ""2604603"", ""4691940"", ""7441373"", ""7119986"", ""7290399"", ""7630267""]",
829562,es,¿Cuál es el objetivo principal de un partido político?,"[""3347905""]","[""7245607"", ""7771874"", ""2604603"", ""4691940"", ""7119986"", ""7529532"", ""7640068"", ""7914470"", ""7290399"", ""7271216""]",
1055884,es,¿Quién fue el primer autor en utilizar la sociología en sus escritos?,"[""67588""]","[""7245607"", ""2604603"", ""4691940"", ""7771874"", ""7914470"", ""7529532"", ""7640068"", ""7271216"", ""7120351"", ""7630267""]",
466830,es,"número de protones, neutrones y electrones en nitrógeno 14","[""7709283""]","[""7914470"", ""7245607"", ""4691940"", ""7415405"", ""7271216"", ""7119986"", ""7630267"", ""2604603"", ""7718074"", ""1609405""]",
1048871,es,quien interpreta a xander de bunkd,"[""4146836""]","[""7771874"", ""7529532"", ""7245607"", ""4691940"", ""7290399"", ""2604603"", ""7728586"", ""7630267"", ""7398766"", ""7509378""]",
1085775,es,¿Qué conexión aprovechan las imágenes guiadas para transportarte profundamente,"[""7116157""]","[""7398766"", ""7337058"", ""7771874"", ""2591569"", ""7382173"", ""7336450"", ""7245607"", ""7147754"", ""7736760"", ""7290399""]",
884298,es,¿Qué parámetros afectan la relación i: e en los ventiladores?,"[""7928694"", ""7928696""]","[""7245607"", ""2604603"", ""7119986"", ""7914470"", ""7771874"", ""7271216"", ""1609405"", ""7630267"", ""7120351"", ""7640068""]",
1097199,es,¿Cuántos óvulos tiene una mujer?,"[""7433925""]","[""7245607"", ""7119986"", ""7529532"", ""7771874"", ""7914470"", ""7285492"", ""7630267"", ""7415405"", ""2604603"", ""4691940""]",
950016,es,¿Cuándo es el horario de verano en Suiza?,"[""7754765""]","[""7914470"", ""7245607"", ""1609405"", ""7119986"", ""2604603"", ""7271216"", ""4691940"", ""7120351"", ""7718074"", ""7630267""]",
337148,es,¿Qué edad debe tener su cachorro para recibir la vacuna contra la rabia?,"[""7389316""]","[""7245607"", ""7914470"", ""7630267"", ""2604603"", ""7120351"", ""1609405"", ""7119986"", ""7271216"", ""7529532"", ""4691940""]",
733241,es,lo que se considera vestimenta,"[""1699500""]","[""7245607"", ""7337058"", ""7398766"", ""4691940"", ""7736760"", ""7285492"", ""3630138"", ""7771874"", ""2604603"", ""7630267""]",
576898,es,¿Cuáles son las guerras por las que se pelea más comúnmente?,"[""7598385""]","[""7771874"", ""7529532"", ""7254077"", ""7472654"", ""7976850"", ""4691940"", ""5365929"", ""7441373"", ""7245607"", ""7728586""]",
617306,es,que deficiencia produce mancha blanca en las uñas,"[""7502930""]","[""7245607"", ""4691940"", ""7337058"", ""7736760"", ""7630267"", ""7771874"", ""2604603"", ""7529532"", ""3630138"", ""7509378""]",
1064470,es,¿Por qué los huevos se vuelven marrones?,"[""7728289""]","[""7245607"", ""7630267"", ""2604603"", ""4691940"", ""7771874"", ""7529532"", ""1609405"", ""7290399"", ""7914470"", ""7640068""]",
393696,es,"en texas, qué requisitos se necesitan para postularse para convertirse en corredor","[""7598745""]","[""7771874"", ""7245607"", ""3630138"", ""7290399"", ""4691940"", ""7509378"", ""7466861"", ""5957439"", ""7529532"", ""7800943""]",
992193,es,¿Quién acuñó el concepto de supervivencia del más apto? charles darwin karl marx herbert spencer max weber,"[""7280593""]","[""7771874"", ""4691940"", ""7245607"", ""2604603"", ""7914470"", ""7119986"", ""7529532"", ""7415405"", ""7630267"", ""7270991""]",
829915,es,¿Cuál es la edad para contraer matrimonio en Kansas con el consentimiento de los padres?,"[""7787972""]","[""7529532"", ""7245607"", ""7630267"", ""7771874"", ""7509378"", ""4691940"", ""7466861"", ""7728586"", ""3630138"", ""7415405""]",
987767,es,con quien Roy Moore perdió,"[""7290624""]","[""7138760"", ""7129700"", ""7337058"", ""7230638"", ""7147754"", ""7463281"", ""7181703"", ""7650798"", ""7771874"", ""7884618""]",
