query_id,query_language,query,ground_truth_doc_ids,retrieved_doc_ids,sw_rate
1036814,zh,温度与体积的正反数学关系是什么,"[""7206684""]","[""7411875"", ""7682426"", ""7566804"", ""7373442"", ""7643831"", ""7367078"", ""7857124"", ""7339273"", ""7799016"", ""7099700""]",
1035645,zh,俄罗斯的城堡叫什么名字,"[""7208858""]","[""7411875"", ""7566804"", ""7339273"", ""7367078"", ""7857124"", ""7682426"", ""7373442"", ""7643831"", ""4241535"", ""7799016""]",
71029,zh,莱姆病会导致狗的毛囊炎吗,"[""7670160""]","[""7411875"", ""7682426"", ""7857124"", ""7339273"", ""7643831"", ""7566804"", ""7373442"", ""7367078"", ""7099700"", ""7799016""]",
1083836,zh,fdic 投保是什么意思？,"[""1896608""]","[""7857124"", ""7373442"", ""7566804"", ""7411875"", ""7339273"", ""7799016"", ""7682426"", ""7367078"", ""7099700"", ""7643831""]",
1058885,zh,是什么导致了持续的干胀和恶心,"[""7170528""]","[""7411875"", ""7643831"", ""7373442"", ""7682426"", ""4241535"", ""7339273"", ""7752898"", ""7367078"", ""7606496"", ""7566804""]",
1039189,zh,谁是星际迷航行动歼灭客队的女演员,"[""7805080""]","[""7411875"", ""7682426"", ""7566804"", ""7373442"", ""7643831"", ""7857124"", ""7367078"", ""7339273"", ""7099700"", ""7752898""]",
829562,zh,政党的主要目的是什么？,"[""3347905""]","[""7411875"", ""7373442"", ""7367078"", ""7339273"", ""7857124"", ""7566804"", ""7682426"", ""4241535"", ""7643831"", ""894207""]",
1055884,zh,谁是第一个在写作中使用社会学的作者,"[""67588""]","[""7411875"", ""7682426"", ""7367078"", ""7857124"", ""7566804"", ""7643831"", ""7339273"", ""7799016"", ""7309028"", ""894207""]",
466830,zh,氮中的质子数、中子数和电子数 14,"[""7709283""]","[""7411875"", ""7373442"", ""7643831"", ""7682426"", ""7566804"", ""7606496"", ""7752898"", ""7339273"", ""7857124"", ""7099700""]",
1048871,zh,谁在 bunkd 中扮演 xander,"[""4146836""]","[""7566804"", ""7373442"", ""7682426"", ""7411875"", ""7799016"", ""7857124"", ""7643831"", ""7453540"", ""4241535"", ""7622009""]",
1085775,zh,引导图像利用什么联系将您带入深入,"[""7116157""]","[""7411875"", ""7606496"", ""7551337"", ""7367078"", ""7236585"", ""7643831"", ""7460471"", ""7907964"", ""7682426"", ""7373442""]",
884298,zh,哪些参数会影响呼吸机的 i:e 比率,"[""7928694"", ""7928696""]","[""7606496"", ""7411875"", ""7576526"", ""7236585"", ""7373623"", ""7551337"", ""7752898"", ""7460471"", ""7453540"", ""7367078""]",
1097199,zh,一个女人有多少个卵子,"[""7433925""]","[""7411875"", ""7566804"", ""7373442"", ""7682426"", ""7643831"", ""7367078"", ""7857124"", ""7453540"", ""7339273"", ""7622009""]",
950016,zh,瑞士的夏令时是什么时候,"[""7754765""]","[""7566804"", ""7682426"", ""7411875"", ""7799016"", ""7857124"", ""7367078"", ""7339273"", ""7643831"", ""7373442"", ""7099700""]",
337148,zh,你的小狗应该多大才能接种狂犬病疫苗,"[""7389316""]","[""7411875"", ""7682426"", ""7643831"", ""7339273"", ""7566804"", ""7857124"", ""7373442"", ""7099700"", ""7367078"", ""7236585""]",
733241,zh,什么被认为是着装,"[""1699500""]","[""7411875"", ""7643831"", ""7236585"", ""7606496"", ""7339273"", ""7857124"", ""7367078"", ""7907964"", ""7682426"", ""7576526""]",
576898,zh,什么是最常发生的战争,"[""7598385""]","[""7411875"", ""7373442"", ""7643831"", ""4241535"", ""7367078"", ""7566804"", ""7682426"", ""7857124"", ""7606496"", ""7339273""]",
617306,zh,什么缺乏会在指甲上产生白斑,"[""7502930""]","[""7411875"", ""7373442"", ""7643831"", ""7373623"", ""7606496"", ""7752898"", ""4241535"", ""7339273"", ""7857124"", ""7436365""]",
1064470,zh,为什么鸡蛋会变成褐色,"[""7728289""]","[""7411875"", ""7682426"", ""7566804"", ""7643831"", ""7373442"", ""7339273"", ""7367078"", ""7857124"", ""7799016"", ""7099700""]",
393696,zh,在德克萨斯州申请成为经纪人需要什么要求,"[""7598745""]","[""7682426"", ""7411875"", ""7566804"", ""7857124"", ""7367078"", ""7453540"", ""7099700"", ""7339273"", ""7799016"", ""7643831""]",
992193,zh,谁创造了适者生存的概念？查尔斯·达尔文卡尔·马克思赫伯特·斯宾塞马克斯·韦伯,"[""7280593""]","[""400128"", ""7624391"", ""7816984"", ""7199314"", ""7876305"", ""4350826"", ""7911291"", ""7407512"", ""7420268"", ""7773637""]",
829915,zh,经父母同意，堪萨斯州的结婚年龄是多少,"[""7787972""]","[""7566804"", ""7373442"", ""7682426"", ""7411875"", ""7643831"", ""7857124"", ""7799016"", ""4241535"", ""7367078"", ""7622009""]",
987767,zh,罗伊摩尔输给了谁,"[""7290624""]","[""7566804"", ""7367078"", ""7857124"", ""7373442"", ""7799016"", ""7411875"", ""7682426"", ""7339273"", ""7643831"", ""7622009""]",
299128,zh,每月多少单位的水,"[""6720313""]","[""7411875"", ""7373442"", ""7643831"", ""7566804"", ""7682426"", ""7752898"", ""7339273"", ""7606496"", ""7857124"", ""7367078""]",
814132,zh,什么是每日钠限量,"[""7951365""]","[""7411875"", ""7682426"", ""7857124"", ""7339273"", ""7643831"", ""7099700"", ""7752898"", ""7566804"", ""7436365"", ""7367078""]",
874257,zh,作者用什么文学手法来描述约翰尼抢劫局外人的行为,"[""7867405""]","[""7411875"", ""7643831"", ""7682426"", ""7367078"", ""7606496"", ""7373442"", ""7099700"", ""7453540"", ""7551337"", ""7752898""]",
868598,zh,你需要什么样的成绩才能成为一名牙科保健员,"[""7743190""]","[""7411875"", ""7682426"", ""7643831"", ""7566804"", ""7453540"", ""7339273"", ""7373442"", ""7367078"", ""7099700"", ""7236585""]",
1071609,zh,为什么噪音是个问题,"[""7816796""]","[""7411875"", ""7643831"", ""7682426"", ""7339273"", ""7460471"", ""7236585"", ""7367078"", ""7373442"", ""7857124"", ""7752898""]",
663595,zh,罗伯·托马斯是什么类型的,"[""7465375""]","[""7799016"", ""7857124"", ""7411875"", ""7566804"", ""7682426"", ""7367078"", ""7339273"", ""7373442"", ""894207"", ""7099700""]",
1062203,zh,为什么布拉德皮特和安吉丽娜朱莉离婚,"[""7569446""]","[""7411875"", ""7682426"", ""7373442"", ""7566804"", ""7643831"", ""7367078"", ""7752898"", ""7099700"", ""7453540"", ""7857124""]",
182644,zh,药物戒断症状的例子,"[""7935405""]","[""7411875"", ""7373442"", ""7643831"", ""7682426"", ""7566804"", ""7857124"", ""7339273"", ""7367078"", ""4241535"", ""7099700""]",
931029,zh,黄瓜的平均大小是多少,"[""7812195""]","[""7411875"", ""7566804"", ""7682426"", ""7643831"", ""7367078"", ""7857124"", ""7373442"", ""7339273"", ""7099700"", ""7622009""]",
924580,zh,什么威士忌是由小麦制成的,"[""7853736"", ""7853738""]","[""7411875"", ""7566804"", ""7643831"", ""7367078"", ""7373442"", ""7682426"", ""7339273"", ""7857124"", ""7453540"", ""7436365""]",
837702,zh,氦的反义词是什么,"[""7799527""]","[""7373442"", ""7339273"", ""7857124"", ""7214602"", ""7411875"", ""7643831"", ""7436365"", ""7367078"", ""7566804"", ""7955511""]",
1033156,zh,大酋长的真名是什么,"[""7212940""]","[""7566804"", ""7373442"", ""7682426"", ""7367078"", ""7411875"", ""7799016"", ""7857124"", ""7622009"", ""7339273"", ""7847483""]",
1079185,zh,当公司解散并负债时会发生什么？,"[""53048""]","[""7411875"", ""7367078"", ""7857124"", ""7339273"", ""7682426"", ""7643831"", ""7309028"", ""7752898"", ""7099700"", ""7436365""]",
171534,zh,有些汽车使用空调来帮助除霜吗,"[""7385189""]","[""7411875"", ""7682426"", ""7566804"", ""7643831"", ""7373442"", ""7339273"", ""7099700"", ""7857124"", ""7367078"", ""7752898""]",
838500,zh,你手臂上抽血的部位叫什么,"[""4707882""]","[""7411875"", ""7339273"", ""7857124"", ""7367078"", ""7566804"", ""7682426"", ""7373442"", ""7643831"", ""894207"", ""7099700""]",
361285,zh,如何去除地毯上的猫尿渍,"[""7401706""]","[""7411875"", ""7682426"", ""7566804"", ""7857124"", ""7643831"", ""7373442"", ""7367078"", ""7339273"", ""7453540"", ""7099700""]",
1074603,zh,为什么使用视频进行营销和促销,"[""7845422""]","[""7411875"", ""7682426"", ""7643831"", ""7373442"", ""7566804"", ""7752898"", ""7453540"", ""7606496"", ""7099700"", ""7339273""]",
931783,zh,自我形象和自我概念有什么区别,"[""7830900""]","[""7411875"", ""7373442"", ""7643831"", ""7682426"", ""7566804"", ""7857124"", ""7752898"", ""7339273"", ""7099700"", ""7799016""]",
1096025,zh,国家在 md 支付护士多少钱,"[""7541711""]","[""7566804"", ""7373442"", ""7682426"", ""7411875"", ""7099700"", ""7643831"", ""7799016"", ""7857124"", ""4241535"", ""7339273""]",
