query_id,query_language,query,ground_truth_doc_ids,retrieved_doc_ids,sw_rate
1036814,zh,温度与体积的正反数学关系是什么,"[""7206684""]","[""7243206"", ""7272812"", ""4374679"", ""7692127"", ""7120427"", ""7717237"", ""7696820"", ""7839871"", ""7242879"", ""7118110""]",
1035645,zh,俄罗斯的城堡叫什么名字,"[""7208858""]","[""7243206"", ""7272812"", ""7624295"", ""7717237"", ""7969020"", ""7485241"", ""7120427"", ""7827927"", ""4374679"", ""7620930""]",
71029,zh,莱姆病会导致狗的毛囊炎吗,"[""7670160""]","[""7717237"", ""4374679"", ""7839871"", ""7243206"", ""7097506"", ""7696820"", ""7114851"", ""7692127"", ""7758892"", ""7620930""]",
1083836,zh,fdic 投保是什么意思？,"[""1896608""]","[""7243206"", ""7720535"", ""7272812"", ""7143469"", ""7120427"", ""7985724"", ""7605111"", ""1944772"", ""7235726"", ""4374679""]",
1058885,zh,是什么导致了持续的干胀和恶心,"[""7170528""]","[""7243206"", ""7403659"", ""7138192"", ""7362321"", ""7758892"", ""7272812"", ""7114851"", ""7118190"", ""7736398"", ""7727336""]",
1039189,zh,谁是星际迷航行动歼灭客队的女演员,"[""7805080""]","[""7717237"", ""7692127"", ""7243206"", ""7620930"", ""7242879"", ""6031553"", ""7272812"", ""7696820"", ""7236848"", ""7839871""]",
829562,zh,政党的主要目的是什么？,"[""3347905""]","[""7243206"", ""7717237"", ""4374679"", ""7234971"", ""7120427"", ""7242879"", ""7094624"", ""7138192"", ""7235726"", ""7878622""]",
1055884,zh,谁是第一个在写作中使用社会学的作者,"[""67588""]","[""7243206"", ""7717237"", ""4374679"", ""7692127"", ""7696820"", ""7985724"", ""7272812"", ""7878622"", ""7720535"", ""7143469""]",
466830,zh,氮中的质子数、中子数和电子数 14,"[""7709283""]","[""7839871"", ""7758892"", ""7692127"", ""6031553"", ""7717237"", ""7114851"", ""7696820"", ""7236848"", ""7120427"", ""7955287""]",
1048871,zh,谁在 bunkd 中扮演 xander,"[""4146836""]","[""7985724"", ""7243206"", ""7272812"", ""7717237"", ""7720535"", ""7605111"", ""7620930"", ""7714445"", ""7094624"", ""7120427""]",
1085775,zh,引导图像利用什么联系将您带入深入,"[""7116157""]","[""7770763"", ""7403659"", ""7362321"", ""7431837"", ""7758892"", ""7546339"", ""7696820"", ""7955333"", ""7160571"", ""7692127""]",
884298,zh,哪些参数会影响呼吸机的 i:e 比率,"[""7928694"", ""7928696""]","[""7546339"", ""7676610"", ""7586687"", ""7589675"", ""7358170"", ""7770763"", ""7518854"", ""7581217"", ""7369795"", ""7803677""]",
1097199,zh,一个女人有多少个卵子,"[""7433925""]","[""7243206"", ""7717237"", ""7839871"", ""7701325"", ""7272812"", ""7720535"", ""7620930"", ""7758892"", ""7605111"", ""6031553""]",
950016,zh,瑞士的夏令时是什么时候,"[""7754765""]","[""7243206"", ""7717237"", ""7272812"", ""4374679"", ""7720535"", ""7985724"", ""7827927"", ""7605111"", ""7714445"", ""7485241""]",
337148,zh,你的小狗应该多大才能接种狂犬病疫苗,"[""7389316""]","[""7097506"", ""7267095"", ""7114851"", ""7877718"", ""7839871"", ""7735509"", ""7717237"", ""7955287"", ""7736398"", ""6031553""]",
733241,zh,什么被认为是着装,"[""1699500""]","[""7243206"", ""2778390"", ""7155719"", ""7239710"", ""7878622"", ""7138192"", ""7727579"", ""7945856"", ""7403659"", ""7234971""]",
576898,zh,什么是最常发生的战争,"[""7598385""]","[""7243206"", ""7403659"", ""7156492"", ""7138192"", ""7362321"", ""7842616"", ""7155719"", ""7272812"", ""7727336"", ""7908361""]",
617306,zh,什么缺乏会在指甲上产生白斑,"[""7502930""]","[""7403659"", ""7138192"", ""7243206"", ""7736398"", ""3003239"", ""7515114"", ""7423979"", ""7177755"", ""7842616"", ""7118190""]",
1064470,zh,为什么鸡蛋会变成褐色,"[""7728289""]","[""7243206"", ""7717237"", ""7839871"", ""7096552"", ""7114851"", ""7272812"", ""7097506"", ""7827927"", ""7138192"", ""7620930""]",
393696,zh,在德克萨斯州申请成为经纪人需要什么要求,"[""7598745""]","[""7696820"", ""7692127"", ""1090781"", ""7923321"", ""7161120"", ""7116523"", ""7267095"", ""7094624"", ""7236887"", ""2422558""]",
992193,zh,谁创造了适者生存的概念？查尔斯·达尔文卡尔·马克思赫伯特·斯宾塞马克斯·韦伯,"[""7280593""]","[""7268347"", ""4439219"", ""7366865"", ""7656740"", ""7233053"", ""7116392"", ""7237344"", ""7169633"", ""7667477"", ""7719626""]",
829915,zh,经父母同意，堪萨斯州的结婚年龄是多少,"[""7787972""]","[""7717237"", ""7985724"", ""7272812"", ""7243206"", ""7720535"", ""6031553"", ""7701325"", ""7120427"", ""7605111"", ""7758892""]",
987767,zh,罗伊摩尔输给了谁,"[""7290624""]","[""7243206"", ""7720535"", ""7714445"", ""7605111"", ""7272812"", ""7985724"", ""4374679"", ""7717237"", ""7485241"", ""7620930""]",
299128,zh,每月多少单位的水,"[""6720313""]","[""7243206"", ""7758892"", ""7362321"", ""7266111"", ""7908361"", ""7696820"", ""7717237"", ""7727336"", ""7118190"", ""7236848""]",
814132,zh,什么是每日钠限量,"[""7951365""]","[""7243206"", ""6031553"", ""7138192"", ""7439716"", ""7114851"", ""7839871"", ""575435"", ""7720312"", ""7485789"", ""7236848""]",
874257,zh,作者用什么文学手法来描述约翰尼抢劫局外人的行为,"[""7867405""]","[""7770763"", ""7692127"", ""7696820"", ""7267095"", ""7735509"", ""7114851"", ""7118110"", ""7431837"", ""7362321"", ""7758892""]",
868598,zh,你需要什么样的成绩才能成为一名牙科保健员,"[""7743190""]","[""7362321"", ""7114851"", ""7097506"", ""7758892"", ""7216529"", ""7770763"", ""7094594"", ""7403659"", ""7118190"", ""7735509""]",
1071609,zh,为什么噪音是个问题,"[""7816796""]","[""7243206"", ""7138192"", ""7403659"", ""7114851"", ""7138502"", ""7118190"", ""7736398"", ""7485789"", ""7094594"", ""7362321""]",
